CD_MOEDA_PAR;CD_MOEDA_REP;CD_TAB_PRC_ITEM;FL_ATIVO;ID_ESPECIALIDADE;ID_GRUPO_CARENCIA;ID_GRUPO_PRC;ID_MOEDA_PAC;ID_MOEDA_REP;ID_PRESTADOR;ID_TAB_GEN_ITEM;ID_TAB_PRC;ID_TAB_PRC_ITEM;ID_TIPO_CAL_PRC;NM_MOEDA_PAR;NM_MOEDA_REP;TX_ATIVO;TX_ESPECIALIDADE;TX_FORMA_CALCULO;TX_GRUPO_CARENCIA;TX_GRUPO_CLINICO;TX_GRUPO_PRC;TX_GRUPO_SIP;TX_ID_TAB_PRC_ITEM;CD_TAB_GEN_ITEM;TX_NOME_GEN;TX_NOME_PRC;TX_NOME;TX_NOME_TAB_PRC;TX_VL_PAC;TX_VL_REP;TX_SITUACAO;TX_TIME_STAMP_INS;TX_TIME_STAMP_UPD;ID_TIPO_MARCACAO;TX_TIPO_MARCACAO;VL_PAC;VL_QTD_PONTOS;VL_REP;VL_TEMPO;TX_VL_TEMPO;ID_SIMBOLO_ODONTO;FL_FAVORITO;TX_FAVORITO;ID_CONTA_REGISTRO;CD_TIPO_TABELA;TX_PESQUISA
R$;US;85400025;VERDADEIRO;1;;1;255;1;29965;893;44871;11662395;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11662395;99000044;Desgaste seletivo;Ajuste oclusal por desgaste seletivo;Ajuste oclusal por desgaste seletivo;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;44;FALSO;;13921;;85400025  Ajuste oclusal por desgaste seletivoDentística
R$;US;85400025;VERDADEIRO;1;;1;255;1;29965;893;44872;11662747;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11662747;99000044;Desgaste seletivo;Ajuste oclusal por desgaste seletivo;Ajuste oclusal por desgaste seletivo;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;44;FALSO;;13921;;85400025  Ajuste oclusal por desgaste seletivoDentística
R$;US;82000026;VERDADEIRO;1;;1;255;1;29965;894;44872;11662745;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11662745;99000045;Cirurgia;Acompanhamento de tratamento/procedimento cirúrgico em odontologia;Acompanhamento de tratamento/procedimento cirúrgico em odontologia;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;45;FALSO;;13921;;82000026  Acompanhamento de tratamento/procedimento cirúrgico em odontologiaDentística
R$;US;0 (22);VERDADEIRO;1;;1;255;1;29965;894;44873;11663177;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663177;99000045;Cirurgia;Manutenção lentes de contato;Manutenção lentes de contato;EDS - migração;R$ 200,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);200;;;;;45;FALSO;;13921;;0 (22)    Manutenção lentes de contatoDentística
R$;US;0 (26);VERDADEIRO;1;;1;255;1;29965;894;44873;11663181;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663181;99000045;Cirurgia;ESCANEAMENTO PARA AVALIAÇÃO OU ORTO;ESCANEAMENTO PARA AVALIAÇÃO OU ORTO;EDS - migração;R$ 150,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);150;;;;;45;FALSO;;13921;;0 (26)    ESCANEAMENTO PARA AVALIAÇÃO OU ORTODentística
R$;US;0 (29);VERDADEIRO;1;;1;255;1;29965;894;44873;11663184;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663184;99000045;Cirurgia;Placa miorrelaxante Acrílico;Placa miorrelaxante Acrílico;EDS - migração;R$ 850,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:37 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);850;;;;;45;FALSO;;13921;;0 (29)    Placa miorrelaxante AcrílicoDentística
R$;US;0 (31);VERDADEIRO;1;;1;255;1;29965;894;44873;11663186;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663186;99000045;Cirurgia;Placa Miorrelaxante Acetato;Placa Miorrelaxante Acetato;EDS - migração;R$ 350,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);350;;;;;45;FALSO;;13921;;0 (31)    Placa Miorrelaxante AcetatoDentística
R$;US;0 (34);VERDADEIRO;1;;1;255;1;29965;894;44873;11663189;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663189;99000045;Cirurgia;Profilaxia;Profilaxia;EDS - migração;R$ 320,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:38 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);320;;;;;45;FALSO;;13921;;0 (34)    ProfilaxiaDentística
R$;US;0 (45);VERDADEIRO;1;;1;255;1;29965;894;44873;11663200;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663200;99000045;Cirurgia;LENTE DE CONTATO;LENTE DE CONTATO;EDS - migração;R$ 1350,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);1350;;;;;45;FALSO;;13921;;0 (45)    LENTE DE CONTATODentística
R$;US;0 (57);VERDADEIRO;1;;1;255;1;29965;894;44873;11663212;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663212;99000045;Cirurgia;Clareamento de Dente Desvitalizado;Clareamento de Dente Desvitalizado;EDS - migração;R$ 450,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);450;;;;;45;FALSO;;13921;;0 (57)    Clareamento de Dente DesvitalizadoDentística
R$;US;0 (60);VERDADEIRO;1;;1;255;1;29965;894;44873;11663215;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663215;99000045;Cirurgia;Clareamento Dentário Caseiro;Clareamento Dentário Caseiro;EDS - migração;R$ 950,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:35 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);950;;;;;45;FALSO;;13921;;0 (60)    Clareamento Dentário CaseiroDentística
R$;US;0 (62);VERDADEIRO;1;;1;255;1;29965;894;44873;11663217;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663217;99000045;Cirurgia;Faceta em Resina Fotopolimerizável;Faceta em Resina Fotopolimerizável;EDS - migração;R$ 550,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:47 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);550;;;;;45;FALSO;;13921;;0 (62)    Faceta em Resina FotopolimerizávelDentística
R$;US;0 (64);VERDADEIRO;1;;1;255;1;29965;894;44873;11663219;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663219;99000045;Cirurgia;Núcleo de Preenchimento;Núcleo de Preenchimento;EDS - migração;R$ 350,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);350;;;;;45;FALSO;;13921;;0 (64)    Núcleo de PreenchimentoDentística
R$;US;0 (66);VERDADEIRO;1;;1;255;1;29965;894;44873;11663221;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663221;99000045;Cirurgia;Placa de Clareamento;Placa de Clareamento;EDS - migração;R$ 350,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);350;;;;;45;FALSO;;13921;;0 (66)    Placa de ClareamentoDentística
R$;US;0 (67);FALSO;1;;1;255;1;29965;894;44873;11663222;2;Reais;Unidade de serviço;Não;Dentística;Procedimento;;;Procedimento;;11663222;99000045;Cirurgia;AMPOLA CLAREAMENTO;AMPOLA CLAREAMENTO;EDS - migração;R$ 40,00;US 0,00;Inativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:29 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);40;;;;;45;FALSO;;13921;;0 (67)    AMPOLA CLAREAMENTODentística
R$;US;0 (72);VERDADEIRO;1;;1;255;1;29965;894;44873;11663227;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663227;99000045;Cirurgia;Restauração em Resina Fotopolimerizável 1 face;Restauração em Resina Fotopolimerizável 1 face;EDS - migração;R$ 220,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:31 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);220;;;;;45;FALSO;;13921;;0 (72)    Restauração em Resina Fotopolimerizável 1 faceDentística
R$;US;0 (73);VERDADEIRO;1;;1;255;1;29965;894;44873;11663228;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663228;99000045;Cirurgia;Clareamento em Consultório;Clareamento em Consultório;EDS - migração;R$ 1350,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:35 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);1350;;;;;45;FALSO;;13921;;0 (73)    Clareamento em ConsultórioDentística
R$;US;0 (75);VERDADEIRO;1;;1;255;1;29965;894;44873;11663230;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663230;99000045;Cirurgia;Restauração em Resina Fotopolimerizável 2 faces;Restauração em Resina Fotopolimerizável 2 faces;EDS - migração;R$ 340,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:31 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);340;;;;;45;FALSO;;13921;;0 (75)    Restauração em Resina Fotopolimerizável 2 facesDentística
R$;US;0 (77);VERDADEIRO;1;;1;255;1;29965;894;44873;11663232;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663232;99000045;Cirurgia;Restauração em Resina Fotopolimerizável 3 faces;Restauração em Resina Fotopolimerizável 3 faces;EDS - migração;R$ 440,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:31 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);440;;;;;45;FALSO;;13921;;0 (77)    Restauração em Resina Fotopolimerizável 3 facesDentística
R$;US;0 (81);VERDADEIRO;1;;1;255;1;29965;894;44873;11663236;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663236;99000045;Cirurgia;Restauração Temporária (Expectante);Restauração Temporária (Expectante);EDS - migração;R$ 90,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);90;;;;;45;FALSO;;13921;;0 (81)    Restauração Temporária (Expectante)Dentística
R$;US;0 (79);VERDADEIRO;1;;1;255;1;29965;894;44873;11663234;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663234;99000045;Cirurgia;Restauração em Resina Fotopolimerizável 4 faces;Restauração em Resina Fotopolimerizável 4 faces;EDS - migração;R$ 440,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;20/02/2025 10:32 - Bruna Carvalho Patricio Madeira;5;Geral (ex: Profilaxia);440;;;;;45;FALSO;;13921;;0 (79)    Restauração em Resina Fotopolimerizável 4 facesDentística
R$;US;82000026;VERDADEIRO;1;;1;255;1;29965;894;44871;11662393;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11662393;99000045;Cirurgia;Acompanhamento de tratamento/procedimento cirúrgico em odontologia;Acompanhamento de tratamento/procedimento cirúrgico em odontologia;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:43 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);0;;0;;;45;FALSO;;13921;;82000026  Acompanhamento de tratamento/procedimento cirúrgico em odontologiaDentística
R$;US;82001685;VERDADEIRO;1;;1;255;1;29965;899;44872;11663094;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663094;99000050;Tunelização;Tunelização;Tunelização;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:45 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;50;FALSO;;13921;;82001685  TunelizaçãoDentística
R$;US;82001685;VERDADEIRO;1;;1;255;1;29965;899;44871;11662742;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11662742;99000050;Tunelização;Tunelização;Tunelização;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;50;FALSO;;13921;;82001685  TunelizaçãoDentística
R$;R$;99000054;VERDADEIRO;1;;1;255;255;29965;903;55819;14367143;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367143;99000054;Perícia;Perícia;Perícia;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);;;;;;54;FALSO;;13921;00;99000054  PeríciaDentística
R$;R$;99000054;VERDADEIRO;1;;1;255;255;29965;903;56188;14495052;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495052;99000054;Perícia;Perícia;Perícia;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);;;;;;54;FALSO;;13921;00;99000054  PeríciaDentística
R$;R$;99000054;VERDADEIRO;1;;1;255;255;29965;903;44869;11662324;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662324;99000054;Perícia;Perícia;Perícia;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;5;Geral (ex: Profilaxia);;;;;;54;FALSO;;13921;;99000054  PeríciaDentística
R$;US;83000135;VERDADEIRO;1;;1;255;1;29965;906;44871;11662674;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11662674;99000057;Símbolo genérico (dente);Restauração atraumática em dente decíduo;Restauração atraumática em dente decíduo;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;57;FALSO;;13921;;83000135  Restauração atraumática em dente decíduoDentística
R$;US;85100080;VERDADEIRO;1;;1;255;1;29965;906;44871;11662675;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11662675;99000057;Símbolo genérico (dente);Restauração atraumática em dente permanente;Restauração atraumática em dente permanente;EDS - Particular;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;57;FALSO;;13921;;85100080  Restauração atraumática em dente permanenteDentística
R$;US;83000135;VERDADEIRO;1;;1;255;1;29965;906;44872;11663026;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663026;99000057;Símbolo genérico (dente);Restauração atraumática em dente decíduo;Restauração atraumática em dente decíduo;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;57;FALSO;;13921;;83000135  Restauração atraumática em dente decíduoDentística
R$;US;85100080;VERDADEIRO;1;;1;255;1;29965;906;44872;11663027;2;Reais;Unidade de serviço;Sim;Dentística;Procedimento;;;Procedimento;;11663027;99000057;Símbolo genérico (dente);Restauração atraumática em dente permanente;Restauração atraumática em dente permanente;EDS - TUSS;R$ 0,00;US 0,00;Ativo;12/12/2023 09:44 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;57;FALSO;;13921;;85100080  Restauração atraumática em dente permanenteDentística
R$;R$;99000077;VERDADEIRO;1;;1;255;255;29965;909;55819;14367149;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367149;99000077;Restauração MOD;Restauração MOD;Restauração MOD;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;77;FALSO;;13921;00;99000077  Restauração MODDentística
R$;R$;99000077;VERDADEIRO;1;;1;255;255;29965;909;56188;14495058;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495058;99000077;Restauração MOD;Restauração MOD;Restauração MOD;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;77;FALSO;;13921;00;99000077  Restauração MODDentística
R$;R$;99000077;VERDADEIRO;1;;1;255;255;29965;909;44869;11662330;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662330;99000077;Restauração MOD;Restauração MOD;Restauração MOD;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;77;FALSO;;13921;;99000077  Restauração MODDentística
R$;R$;99000078;VERDADEIRO;1;;1;255;255;29965;910;44869;11662331;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662331;99000078;Restauração MO;Restauração MO;Restauração MO;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;78;FALSO;;13921;;99000078  Restauração MODentística
R$;R$;99000078;VERDADEIRO;1;;1;255;255;29965;910;56188;14495059;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495059;99000078;Restauração MO;Restauração MO;Restauração MO;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;78;FALSO;;13921;00;99000078  Restauração MODentística
R$;R$;99000078;VERDADEIRO;1;;1;255;255;29965;910;55819;14367150;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367150;99000078;Restauração MO;Restauração MO;Restauração MO;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;78;FALSO;;13921;00;99000078  Restauração MODentística
R$;R$;99000079;VERDADEIRO;1;;1;255;255;29965;911;55819;14367151;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367151;99000079;Restauração DO;Restauração DO;Restauração DO;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;79;FALSO;;13921;00;99000079  Restauração DODentística
R$;R$;99000079;VERDADEIRO;1;;1;255;255;29965;911;56188;14495060;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495060;99000079;Restauração DO;Restauração DO;Restauração DO;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;79;FALSO;;13921;00;99000079  Restauração DODentística
R$;R$;99000079;VERDADEIRO;1;;1;255;255;29965;911;44869;11662332;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662332;99000079;Restauração DO;Restauração DO;Restauração DO;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;1;Face (ex: Restauração);;;;;;79;FALSO;;13921;;99000079  Restauração DODentística
R$;R$;85.200.085;VERDADEIRO;1;;1;255;255;29965;913;84483;22114180;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;22114180;99000082;Genérico 1;Restauração temporária / tratamento expectante;Restauração temporária / tratamento expectante;OdontoPrev - Rede UNNA;R$ 0,00;R$ 0,00;Ativo;03/03/2026 11:19 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;82;FALSO;;13921;00;85.200.085Restauração temporária / tratamento expectanteDentística
R$;R$;99000082;VERDADEIRO;1;;1;255;255;29965;913;55819;14367153;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367153;99000082;Genérico 1;Genérico 1;Genérico 1;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;82;FALSO;;13921;00;99000082  Genérico 1Dentística
R$;R$;00.000.051;VERDADEIRO;1;;1;255;255;29965;913;84483;22113924;2;Reais;Reais;Sim;Dentística;Procedimento;;;Procedimento;;22113924;99000082;Genérico 1;Restauração de pino;Restauração de pino;OdontoPrev - Rede UNNA;R$ 0,00;R$ 0,00;Ativo;03/03/2026 11:19 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;82;FALSO;;13921;00;00.000.051Restauração de pinoDentística
R$;R$;00.000.033;VERDADEIRO;1;;1;255;255;29965;913;84483;22113918;2;Reais;Reais;Sim;Dentística;Procedimento;;;Procedimento;;22113918;99000082;Genérico 1;Núcleo de preenchimento para restauração;Núcleo de preenchimento para restauração;OdontoPrev - Rede UNNA;R$ 0,00;R$ 0,00;Ativo;03/03/2026 11:19 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;82;FALSO;;13921;00;00.000.033Núcleo de preenchimento para restauraçãoDentística
R$;R$;99000082;VERDADEIRO;1;;1;255;255;29965;913;56188;14495062;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495062;99000082;Genérico 1;Genérico 1;Genérico 1;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;82;FALSO;;13921;00;99000082  Genérico 1Dentística
R$;R$;85.056.201;VERDADEIRO;1;;1;255;255;29965;913;84483;22114149;2;Reais;Reais;Sim;Dentística;Procedimento;;;Procedimento;;22114149;99000082;Genérico 1;Manutenção de placa de mordida;Manutenção de placa de mordida;OdontoPrev - Rede UNNA;R$ 0,00;R$ 0,00;Ativo;03/03/2026 11:19 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);0;;0;;;82;FALSO;;13921;00;85.056.201Manutenção de placa de mordidaDentística
R$;R$;99000082;VERDADEIRO;1;;1;255;255;29965;913;44869;11662334;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662334;99000082;Genérico 1;Genérico 1;Genérico 1;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;82;FALSO;;13921;;99000082  Genérico 1Dentística
R$;R$;99000083;VERDADEIRO;1;;1;255;255;29965;914;44869;11662335;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662335;99000083;Genérico 2;Genérico 2;Genérico 2;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;83;FALSO;;13921;;99000083  Genérico 2Dentística
R$;R$;99000083;VERDADEIRO;1;;1;255;255;29965;914;56188;14495063;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495063;99000083;Genérico 2;Genérico 2;Genérico 2;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;83;FALSO;;13921;00;99000083  Genérico 2Dentística
R$;R$;99000083;VERDADEIRO;1;;1;255;255;29965;914;55819;14367154;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367154;99000083;Genérico 2;Genérico 2;Genérico 2;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;83;FALSO;;13921;00;99000083  Genérico 2Dentística
R$;R$;99000084;VERDADEIRO;1;;1;255;255;29965;915;55819;14367155;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367155;99000084;Genérico 3;Genérico 3;Genérico 3;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;84;FALSO;;13921;00;99000084  Genérico 3Dentística
R$;R$;99000084;VERDADEIRO;1;;1;255;255;29965;915;56188;14495064;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495064;99000084;Genérico 3;Genérico 3;Genérico 3;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;84;FALSO;;13921;00;99000084  Genérico 3Dentística
R$;R$;99000084;VERDADEIRO;1;;1;255;255;29965;915;44869;11662336;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662336;99000084;Genérico 3;Genérico 3;Genérico 3;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;84;FALSO;;13921;;99000084  Genérico 3Dentística
R$;R$;99000085;VERDADEIRO;1;;1;255;255;29965;916;44869;11662337;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;11662337;99000085;Genérico 4;Genérico 4;Genérico 4;Particular;R$ 0,00;R$ 0,00;Ativo;11/12/2023 22:05 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;85;FALSO;;13921;;99000085  Genérico 4Dentística
R$;R$;99000085;VERDADEIRO;1;;1;255;255;29965;916;56188;14495065;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14495065;99000085;Genérico 4;Genérico 4;Genérico 4;Rinomodelação;R$ 0,00;R$ 0,00;Ativo;26/02/2025 20:03 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;85;FALSO;;13921;00;99000085  Genérico 4Dentística
R$;R$;99000085;VERDADEIRO;1;;1;255;255;29965;916;55819;14367156;1;Reais;Reais;Sim;Dentística;Elemento/face;;;Procedimento;;14367156;99000085;Genérico 4;Genérico 4;Genérico 4;PROCEDIMNETOS ESTÉTICA;R$ 0,00;R$ 0,00;Ativo;20/02/2025 10:23 - Bruna Carvalho Patricio Madeira;;2;Dente (ex: Coroa);;;;;;85;FALSO;;13921;00;99000085  Genérico 4Dentística
